payment_id,customer_id,amount,payment_method,failure_reason,timestamp,initial_action,recovered,recovery_time_hours
P010427,C01148,9009.92,Card,insufficient_balance,2026-04-18 00:56:00,retry,True,41.0
P010428,C03419,3303.01,NetBanking,insufficient_balance,2026-03-05 02:53:00,payment_link,False,
P010429,C01643,2500.48,UPI,insufficient_balance,2026-03-08 14:28:00,stop,False,
P010430,C02526,3646.07,UPI,insufficient_balance,2026-01-01 02:19:00,stop,False,
P010431,C02797,2334.4,UPI,limit_exceeded,2026-06-14 21:45:00,stop,False,
P010432,C03636,7408.71,NetBanking,network_error,2026-02-06 05:19:00,message,False,
P010433,C00196,3705.63,UPI,bank_timeout,2026-06-14 22:57:00,stop,False,
P010434,C00151,1206.29,UPI,insufficient_balance,2026-01-02 07:37:00,message,True,8.0
P010435,C02476,2937.18,Card,insufficient_balance,2026-06-18 17:05:00,retry,False,
P010436,C01302,3528.99,Card,card_declined,2026-05-12 11:07:00,escalate,True,53.0
P010437,C00414,669.58,UPI,card_declined,2026-02-08 08:12:00,stop,False,
P010438,C00250,24463.93,Card,network_error,2026-05-22 10:05:00,stop,False,
P010439,C00406,1133.21,Card,card_declined,2026-05-26 14:11:00,stop,False,
P010440,C00332,9837.66,UPI,insufficient_balance,2026-05-06 10:23:00,escalate,True,38.0
P010441,C02239,7234.0,UPI,insufficient_balance,2026-03-17 00:01:00,escalate,True,29.0
P010442,C00168,2608.31,UPI,expired_card,2026-03-12 10:11:00,payment_link,True,15.0
P010443,C01203,2690.85,UPI,network_error,2026-06-20 16:05:00,payment_link,True,64.0
P010444,C03921,2686.83,Card,insufficient_balance,2026-05-10 10:27:00,escalate,False,
P010445,C02190,3681.69,Card,network_error,2026-05-02 06:34:00,message,False,
P010446,C01987,4902.92,Card,network_error,2026-01-11 07:48:00,escalate,True,30.0
P010447,C01538,4324.06,Card,expired_card,2026-06-21 22:56:00,retry,False,
P010448,C03951,2467.91,UPI,bank_timeout,2026-05-09 17:28:00,escalate,False,
P010449,C00604,2138.13,NetBanking,limit_exceeded,2026-03-12 02:36:00,message,False,
P010450,C03886,1501.29,Card,card_declined,2026-01-18 02:41:00,payment_link,False,
P010451,C03450,20818.21,UPI,card_declined,2026-04-11 01:40:00,payment_link,False,
P010452,C03981,2525.65,Card,card_declined,2026-04-22 17:07:00,escalate,False,
P010453,C00551,6066.58,UPI,card_declined,2026-05-15 12:46:00,payment_link,False,
P010454,C02510,2215.19,Card,network_error,2026-06-29 14:31:00,stop,False,
P010455,C00556,6491.49,NetBanking,network_error,2026-03-04 05:11:00,message,True,21.0
P010456,C00206,1363.89,NetBanking,limit_exceeded,2026-06-08 21:05:00,retry,False,
P010457,C02119,1361.58,UPI,insufficient_balance,2026-03-09 22:24:00,escalate,True,27.0
P010458,C01344,3685.2,NetBanking,card_declined,2026-03-26 22:30:00,payment_link,False,
P010459,C03263,1513.29,NetBanking,network_error,2026-01-14 23:29:00,message,True,20.0
P010460,C02988,6324.56,UPI,bank_timeout,2026-01-18 04:01:00,escalate,False,
P010461,C02774,4296.76,UPI,card_declined,2026-03-27 19:37:00,message,False,
P010462,C01883,2707.12,UPI,card_declined,2026-06-27 11:26:00,payment_link,True,38.0
P010463,C02482,4190.76,UPI,expired_card,2026-01-26 18:43:00,payment_link,False,
P010464,C01888,5888.32,Card,limit_exceeded,2026-06-25 01:29:00,escalate,True,69.0
P010465,C01766,1682.55,Card,expired_card,2026-05-20 17:20:00,stop,False,
P010466,C00666,3353.65,UPI,insufficient_balance,2026-01-07 12:03:00,retry,True,40.0
P010467,C00691,2367.75,NetBanking,limit_exceeded,2026-06-13 07:57:00,message,False,
P010468,C02982,2960.32,NetBanking,card_declined,2026-05-26 07:13:00,retry,True,67.0
P010469,C00016,1770.8,Card,limit_exceeded,2026-03-12 21:40:00,retry,False,
P010470,C03626,1065.38,UPI,card_declined,2026-01-03 22:55:00,escalate,True,25.0
P010471,C03321,2426.94,NetBanking,network_error,2026-01-20 17:46:00,escalate,False,
P010472,C03831,3387.52,NetBanking,network_error,2026-01-06 13:17:00,stop,False,
P010473,C03312,3549.72,Card,network_error,2026-01-22 12:03:00,retry,False,
P010474,C01045,5122.38,UPI,card_declined,2026-04-21 13:58:00,payment_link,False,
P010475,C03898,2252.52,Card,expired_card,2026-06-22 04:30:00,stop,False,
P010476,C02019,4349.92,UPI,bank_timeout,2026-06-19 14:08:00,message,False,
P010477,C01280,1914.18,UPI,expired_card,2026-04-16 14:37:00,retry,False,
P010478,C02983,9967.05,UPI,insufficient_balance,2026-03-18 19:49:00,payment_link,False,
P010479,C02170,1559.81,Card,bank_timeout,2026-03-22 20:55:00,payment_link,False,
P010480,C02315,3524.09,Card,limit_exceeded,2026-02-17 16:33:00,escalate,False,
P010481,C02853,24187.13,Card,insufficient_balance,2026-05-09 13:32:00,escalate,False,
P010482,C03369,856.45,UPI,card_declined,2026-01-04 00:34:00,payment_link,False,
P010483,C00310,3032.9,UPI,network_error,2026-01-02 09:53:00,message,False,
P010484,C01906,7174.43,UPI,insufficient_balance,2026-02-19 05:19:00,retry,True,70.0
P010485,C00801,3554.12,Card,limit_exceeded,2026-03-25 19:53:00,stop,False,
P010486,C01724,2826.94,UPI,network_error,2026-06-18 02:54:00,payment_link,False,
P010487,C02881,637.77,UPI,expired_card,2026-03-08 09:05:00,message,False,
P010488,C02896,5027.48,Card,network_error,2026-04-17 09:36:00,escalate,True,32.0
P010489,C01451,19002.09,NetBanking,insufficient_balance,2026-03-29 13:54:00,escalate,True,66.0
P010490,C00844,2703.67,NetBanking,limit_exceeded,2026-06-29 00:20:00,stop,False,
P010491,C00564,5008.49,UPI,network_error,2026-01-12 06:15:00,payment_link,True,2.0
P010492,C02319,713.24,NetBanking,network_error,2026-06-26 07:29:00,escalate,True,29.0
P010493,C02900,3295.92,UPI,insufficient_balance,2026-04-11 05:04:00,retry,True,24.0
P010494,C00598,1113.18,NetBanking,expired_card,2026-03-06 10:48:00,escalate,False,
P010495,C00834,2853.27,UPI,limit_exceeded,2026-06-22 06:32:00,message,False,
P010496,C02341,1199.85,UPI,card_declined,2026-02-23 02:25:00,escalate,False,
P010497,C03586,582.83,Card,card_declined,2026-06-23 07:16:00,stop,False,
P010498,C00417,2433.11,UPI,insufficient_balance,2026-03-11 08:03:00,stop,False,
P010499,C00022,1667.31,UPI,insufficient_balance,2026-06-22 00:15:00,message,False,
P010500,C00030,6956.94,UPI,network_error,2026-06-10 09:43:00,retry,True,12.0
P010501,C00501,3564.65,UPI,network_error,2026-04-17 08:36:00,message,True,52.0
P010502,C00005,2611.52,Card,network_error,2026-06-08 09:39:00,payment_link,True,51.0
P010503,C00913,1867.78,Card,insufficient_balance,2026-01-28 11:46:00,payment_link,False,
P010504,C01526,1772.17,Card,network_error,2026-05-16 19:25:00,payment_link,True,70.0
P010505,C01806,811.72,UPI,network_error,2026-06-08 08:43:00,payment_link,True,64.0
P010506,C03674,4619.02,Card,network_error,2026-03-07 04:40:00,retry,True,20.0
P010507,C00073,1606.53,UPI,expired_card,2026-04-09 03:21:00,message,False,
P010508,C03916,2469.46,UPI,insufficient_balance,2026-03-20 22:51:00,message,True,11.0
P010509,C03664,1780.51,NetBanking,bank_timeout,2026-06-17 13:17:00,retry,False,
P010510,C02427,2159.31,UPI,insufficient_balance,2026-06-13 06:06:00,escalate,False,
P010511,C03550,3311.39,UPI,network_error,2026-01-15 00:10:00,escalate,True,3.0
P010512,C01673,2539.47,UPI,insufficient_balance,2026-05-18 02:48:00,payment_link,True,24.0
P010513,C02693,3030.1,UPI,expired_card,2026-02-09 05:46:00,payment_link,True,39.0
P010514,C03102,1500.62,UPI,network_error,2026-01-13 13:34:00,message,True,19.0
P010515,C03730,829.67,Card,card_declined,2026-06-17 08:19:00,stop,False,
P010516,C00408,2843.6,UPI,limit_exceeded,2026-02-14 00:54:00,escalate,True,53.0
P010517,C00933,28674.72,UPI,expired_card,2026-05-22 05:57:00,message,True,13.0
P010518,C02485,6200.69,UPI,limit_exceeded,2026-01-20 15:43:00,payment_link,False,
P010519,C00528,8534.33,UPI,insufficient_balance,2026-04-19 16:26:00,retry,False,
P010520,C02821,2630.66,UPI,card_declined,2026-02-12 16:09:00,payment_link,True,13.0
P010521,C00922,4329.14,Card,expired_card,2026-02-18 10:18:00,retry,False,
P010522,C02608,5596.38,NetBanking,limit_exceeded,2026-03-11 06:41:00,retry,True,1.0
P010523,C02519,4099.16,UPI,bank_timeout,2026-04-13 16:42:00,retry,True,57.0
P010524,C02166,553.07,Card,insufficient_balance,2026-02-14 23:00:00,retry,False,
P010525,C03348,6081.91,UPI,limit_exceeded,2026-03-15 03:24:00,payment_link,True,72.0
P010526,C03392,9019.7,UPI,network_error,2026-05-05 19:59:00,retry,True,20.0
P010527,C02510,1020.26,Card,insufficient_balance,2026-01-31 00:08:00,retry,True,22.0
P010528,C02093,2617.54,UPI,card_declined,2026-04-10 19:19:00,stop,False,
P010529,C02407,3132.73,Card,limit_exceeded,2026-03-14 05:14:00,retry,True,45.0
P010530,C03033,5133.86,UPI,card_declined,2026-04-04 14:29:00,payment_link,False,
P010531,C00403,735.88,UPI,expired_card,2026-04-27 12:56:00,escalate,True,39.0
P010532,C00639,2362.76,UPI,network_error,2026-05-20 19:30:00,payment_link,False,
P010533,C03582,4354.73,UPI,network_error,2026-01-25 21:21:00,payment_link,True,48.0
P010534,C02613,3214.24,UPI,insufficient_balance,2026-01-29 19:40:00,retry,False,
P010535,C01026,2301.41,NetBanking,insufficient_balance,2026-01-04 02:08:00,message,True,2.0
P010536,C01143,11801.84,UPI,limit_exceeded,2026-03-12 18:26:00,retry,False,
P010537,C00427,1633.4,Card,card_declined,2026-03-29 13:50:00,payment_link,False,
P010538,C01466,8519.31,NetBanking,bank_timeout,2026-02-03 13:28:00,retry,True,7.0
P010539,C03368,1948.26,UPI,card_declined,2026-05-11 17:32:00,message,False,
P010540,C00577,580.9,Card,network_error,2026-03-08 19:12:00,escalate,True,54.0
P010541,C01425,6273.59,UPI,insufficient_balance,2026-02-15 14:40:00,retry,False,
P010542,C00096,3711.9,UPI,network_error,2026-04-27 17:56:00,message,True,44.0
P010543,C00084,27296.61,UPI,bank_timeout,2026-05-07 09:26:00,stop,True,33.0
P010544,C01139,4285.82,UPI,card_declined,2026-05-12 17:40:00,retry,True,60.0
P010545,C02558,25648.8,UPI,card_declined,2026-01-16 05:14:00,payment_link,True,7.0
P010546,C01297,645.96,Card,limit_exceeded,2026-02-27 11:17:00,stop,False,
P010547,C02462,7486.21,Card,insufficient_balance,2026-05-17 02:34:00,payment_link,False,
P010548,C03784,3848.01,Card,expired_card,2026-05-15 19:13:00,payment_link,True,17.0
P010549,C03324,8531.05,UPI,insufficient_balance,2026-04-22 12:10:00,message,True,55.0
P010550,C01887,11976.11,Card,insufficient_balance,2026-06-27 22:32:00,message,False,
P010551,C02582,5567.7,UPI,insufficient_balance,2026-05-20 12:16:00,escalate,False,
P010552,C03692,904.54,UPI,card_declined,2026-06-25 09:38:00,payment_link,False,
P010553,C02355,3914.98,Card,insufficient_balance,2026-06-13 18:06:00,stop,False,
P010554,C01760,6201.95,Card,bank_timeout,2026-02-21 11:30:00,retry,False,
P010555,C02802,5947.54,NetBanking,network_error,2026-02-12 10:40:00,escalate,True,11.0
P010556,C02358,4540.67,UPI,expired_card,2026-01-29 02:24:00,retry,True,55.0
P010557,C01390,1479.79,Card,expired_card,2026-02-09 08:34:00,retry,False,
P010558,C01457,1515.8,Card,limit_exceeded,2026-02-08 19:40:00,message,False,
P010559,C00926,538.68,UPI,insufficient_balance,2026-01-11 09:29:00,stop,False,
P010560,C01868,5736.99,UPI,insufficient_balance,2026-05-23 14:13:00,message,False,
P010561,C01037,1374.93,UPI,bank_timeout,2026-01-27 22:04:00,escalate,False,
P010562,C01672,3273.94,UPI,network_error,2026-03-28 16:49:00,payment_link,True,8.0
P010563,C01650,449.63,NetBanking,limit_exceeded,2026-01-16 22:06:00,retry,False,
P010564,C03899,2919.73,NetBanking,insufficient_balance,2026-05-21 09:40:00,escalate,False,
P010565,C02846,5075.63,Card,network_error,2026-04-06 22:16:00,message,False,
P010566,C00615,6225.11,NetBanking,bank_timeout,2026-02-28 04:36:00,message,True,9.0
P010567,C03939,3323.35,UPI,card_declined,2026-03-04 14:47:00,retry,True,21.0
P010568,C03448,1773.21,UPI,insufficient_balance,2026-01-23 00:01:00,stop,False,
P010569,C02085,3688.56,NetBanking,network_error,2026-01-16 04:27:00,retry,True,10.0
P010570,C03622,10847.54,UPI,expired_card,2026-01-11 17:53:00,payment_link,False,
P010571,C03333,778.34,Card,card_declined,2026-01-04 08:42:00,payment_link,False,
P010572,C00609,1985.5,UPI,bank_timeout,2026-02-07 16:36:00,stop,False,
P010573,C03146,2961.52,UPI,card_declined,2026-02-12 15:02:00,stop,False,
P010574,C00963,6234.13,UPI,network_error,2026-05-08 01:42:00,stop,False,
P010575,C03843,2615.29,UPI,expired_card,2026-02-20 00:06:00,stop,False,
P010576,C02350,2889.36,NetBanking,bank_timeout,2026-02-25 14:14:00,escalate,True,56.0
P010577,C03344,2916.13,UPI,bank_timeout,2026-01-26 03:02:00,stop,False,
P010578,C01188,2453.77,NetBanking,expired_card,2026-04-23 03:52:00,payment_link,False,
P010579,C01318,2920.74,Card,network_error,2026-01-28 12:53:00,retry,True,23.0
P010580,C00253,2927.29,Card,network_error,2026-02-21 03:40:00,message,False,
P010581,C03283,1621.13,Card,bank_timeout,2026-01-19 01:12:00,stop,False,
P010582,C03794,4654.02,UPI,card_declined,2026-05-19 00:18:00,message,False,
P010583,C00580,3012.11,UPI,network_error,2026-05-21 12:58:00,retry,True,32.0
P010584,C01096,1475.52,UPI,card_declined,2026-05-29 00:14:00,stop,False,
P010585,C02702,6142.42,NetBanking,card_declined,2026-03-27 21:25:00,retry,False,
P010586,C02932,404.17,Card,card_declined,2026-06-11 23:16:00,escalate,False,
P010587,C02848,2099.12,Card,insufficient_balance,2026-02-19 03:45:00,stop,False,
P010588,C01379,1066.04,NetBanking,insufficient_balance,2026-02-05 17:28:00,message,False,
P010589,C00418,1443.06,NetBanking,limit_exceeded,2026-02-24 06:12:00,message,False,
P010590,C00003,3416.2,UPI,network_error,2026-04-22 22:00:00,message,False,
P010591,C01597,2454.21,Card,insufficient_balance,2026-05-03 23:51:00,escalate,True,51.0
P010592,C00025,26843.52,UPI,insufficient_balance,2026-04-16 08:48:00,message,False,
P010593,C01742,2707.73,UPI,bank_timeout,2026-02-10 01:57:00,escalate,True,29.0
P010594,C01504,2558.02,UPI,bank_timeout,2026-03-01 12:01:00,payment_link,True,20.0
P010595,C02735,1545.99,UPI,network_error,2026-01-16 06:48:00,retry,True,69.0
P010596,C02060,4354.66,NetBanking,expired_card,2026-06-04 00:01:00,stop,False,
P010597,C00790,1894.03,Card,card_declined,2026-05-29 22:52:00,escalate,False,
P010598,C02447,27471.12,NetBanking,insufficient_balance,2026-05-03 15:07:00,message,True,72.0
P010599,C00390,3037.19,Card,expired_card,2026-03-15 19:52:00,message,False,
P010600,C03591,1196.11,UPI,card_declined,2026-04-27 16:58:00,retry,False,
P010601,C03612,6288.73,Card,insufficient_balance,2026-06-07 17:19:00,escalate,False,
P010602,C00162,5714.52,NetBanking,limit_exceeded,2026-01-05 10:50:00,escalate,False,
P010603,C02879,3746.35,UPI,insufficient_balance,2026-01-25 13:14:00,retry,True,42.0
P010604,C00198,2769.97,Card,card_declined,2026-04-12 22:05:00,payment_link,False,
P010605,C03782,3376.66,UPI,expired_card,2026-04-25 18:30:00,payment_link,False,
P010606,C02934,9419.48,Card,bank_timeout,2026-04-15 20:49:00,payment_link,False,
P010607,C03695,3689.33,UPI,bank_timeout,2026-03-28 03:56:00,message,True,8.0
P010608,C00796,2771.45,UPI,network_error,2026-02-11 16:44:00,payment_link,True,27.0
P010609,C02297,4366.31,UPI,insufficient_balance,2026-05-04 21:50:00,stop,False,
P010610,C01688,2562.76,NetBanking,network_error,2026-03-22 13:37:00,retry,False,
P010611,C00742,3121.77,UPI,limit_exceeded,2026-05-07 16:14:00,stop,False,
P010612,C00161,3804.76,UPI,card_declined,2026-02-12 18:18:00,escalate,False,
P010613,C03726,4062.47,Card,insufficient_balance,2026-05-09 08:21:00,message,False,
P010614,C01751,3269.36,Card,limit_exceeded,2026-03-16 06:22:00,escalate,False,
P010615,C01497,3354.97,Card,limit_exceeded,2026-05-20 13:38:00,payment_link,False,
P010616,C03839,1895.14,Card,expired_card,2026-05-19 09:23:00,payment_link,True,54.0
P010617,C01978,3340.95,NetBanking,expired_card,2026-03-24 13:23:00,retry,False,
P010618,C02080,651.31,UPI,card_declined,2026-01-21 22:06:00,message,False,
P010619,C02103,1876.6,NetBanking,insufficient_balance,2026-06-23 08:39:00,retry,False,
P010620,C00013,3045.32,NetBanking,network_error,2026-02-20 19:20:00,payment_link,True,24.0
P010621,C03342,2536.45,UPI,insufficient_balance,2026-06-04 13:05:00,message,False,
P010622,C02733,7166.26,Card,card_declined,2026-01-05 12:10:00,payment_link,True,41.0
P010623,C00538,6823.18,Card,expired_card,2026-02-07 06:42:00,message,True,30.0
P010624,C01935,1371.74,UPI,insufficient_balance,2026-05-23 06:56:00,escalate,False,
P010625,C00217,3731.81,UPI,insufficient_balance,2026-01-06 16:17:00,escalate,False,
P010626,C01214,2660.72,UPI,card_declined,2026-06-13 14:00:00,payment_link,False,
P010627,C00561,3230.6,UPI,network_error,2026-01-25 22:42:00,escalate,True,1.0
P010628,C00803,2025.05,NetBanking,card_declined,2026-03-29 15:26:00,retry,False,
P010629,C02895,1162.29,UPI,network_error,2026-02-23 10:30:00,escalate,True,38.0
P010630,C01936,8891.45,UPI,bank_timeout,2026-04-07 17:34:00,payment_link,False,
P010631,C00706,4358.78,UPI,expired_card,2026-05-20 23:13:00,escalate,False,
P010632,C00258,1007.22,Card,network_error,2026-05-10 20:16:00,retry,True,67.0
P010633,C00397,5922.2,UPI,insufficient_balance,2026-01-19 23:09:00,payment_link,False,
P010634,C00569,4303.65,UPI,insufficient_balance,2026-02-09 00:45:00,payment_link,True,2.0
P010635,C01951,1050.77,Card,insufficient_balance,2026-03-25 04:00:00,escalate,False,
P010636,C03528,985.07,UPI,insufficient_balance,2026-02-14 02:33:00,payment_link,False,
P010637,C01532,2352.65,UPI,insufficient_balance,2026-03-23 07:10:00,stop,False,
P010638,C01572,3311.03,UPI,network_error,2026-06-18 04:34:00,stop,True,61.0
P010639,C00839,2035.24,NetBanking,card_declined,2026-01-07 19:07:00,stop,False,
P010640,C02570,2798.06,UPI,bank_timeout,2026-06-24 11:59:00,escalate,True,8.0
P010641,C00784,3095.61,UPI,expired_card,2026-06-03 10:34:00,escalate,False,
P010642,C03512,1301.46,Card,bank_timeout,2026-01-30 21:10:00,stop,False,
P010643,C01097,453.05,NetBanking,network_error,2026-04-13 07:32:00,escalate,False,
P010644,C01172,4347.14,Card,expired_card,2026-06-29 20:27:00,payment_link,True,50.0
P010645,C00161,7229.73,UPI,expired_card,2026-02-12 23:06:00,payment_link,False,
P010646,C01219,10201.23,UPI,card_declined,2026-05-29 22:58:00,retry,True,4.0
P010647,C00914,5241.81,UPI,limit_exceeded,2026-06-02 16:27:00,message,False,
P010648,C01560,19896.39,Card,network_error,2026-02-27 18:41:00,stop,False,
P010649,C01655,1595.95,NetBanking,bank_timeout,2026-03-24 10:34:00,stop,True,46.0
P010650,C00687,1631.98,Card,limit_exceeded,2026-02-07 10:15:00,escalate,False,
P010651,C00219,5270.93,NetBanking,insufficient_balance,2026-02-02 21:17:00,message,True,72.0
P010652,C02548,10313.14,UPI,network_error,2026-06-17 08:23:00,payment_link,True,21.0
P010653,C00922,3590.0,Card,network_error,2026-06-02 18:56:00,retry,True,11.0
P010654,C01012,2319.45,UPI,bank_timeout,2026-05-18 05:18:00,message,False,
P010655,C00916,3019.45,UPI,limit_exceeded,2026-02-15 03:07:00,retry,False,
P010656,C03213,4356.99,UPI,bank_timeout,2026-02-05 02:23:00,retry,True,64.0
P010657,C01388,2923.03,NetBanking,network_error,2026-05-24 09:53:00,stop,False,
P010658,C02037,716.88,UPI,bank_timeout,2026-02-05 16:50:00,stop,False,
P010659,C01907,2270.78,Card,expired_card,2026-03-12 21:46:00,message,False,
P010660,C00968,1047.04,UPI,expired_card,2026-03-17 17:21:00,stop,False,
P010661,C00314,5003.9,Card,insufficient_balance,2026-06-06 08:26:00,payment_link,False,
P010662,C02099,4847.29,UPI,card_declined,2026-01-27 21:20:00,retry,True,8.0
P010663,C00679,789.0,UPI,network_error,2026-04-05 20:04:00,stop,False,
P010664,C02444,2432.9,NetBanking,bank_timeout,2026-06-17 14:44:00,retry,False,
P010665,C03508,1744.48,UPI,expired_card,2026-06-13 06:28:00,message,False,
P010666,C01575,1632.35,Card,card_declined,2026-02-19 04:23:00,escalate,False,
P010667,C00294,2118.69,Card,card_declined,2026-03-28 16:59:00,message,False,
P010668,C01849,1433.74,Card,expired_card,2026-01-17 04:09:00,stop,False,
P010669,C00315,1902.53,Card,card_declined,2026-05-28 10:29:00,message,False,
P010670,C01724,4370.93,UPI,insufficient_balance,2026-03-01 08:29:00,message,True,25.0
P010671,C02860,2415.57,Card,insufficient_balance,2026-04-08 14:58:00,message,False,
P010672,C01882,3454.51,NetBanking,insufficient_balance,2026-03-09 01:40:00,retry,False,
P010673,C00522,898.93,UPI,card_declined,2026-06-07 03:15:00,payment_link,False,
P010674,C00546,1121.06,Card,expired_card,2026-02-09 01:50:00,retry,False,
P010675,C00114,9217.28,UPI,network_error,2026-06-04 09:34:00,payment_link,True,12.0
P010676,C01150,2092.96,Card,network_error,2026-02-09 00:36:00,message,True,23.0
P010677,C02553,4218.32,Card,insufficient_balance,2026-01-31 04:14:00,payment_link,True,69.0
P010678,C03456,26139.85,UPI,card_declined,2026-05-31 12:37:00,escalate,False,
P010679,C01092,9988.61,UPI,card_declined,2026-04-20 11:34:00,stop,True,67.0
P010680,C02105,3987.12,UPI,limit_exceeded,2026-05-25 03:04:00,payment_link,False,
P010681,C03449,1202.6,Card,expired_card,2026-05-09 10:36:00,message,True,5.0
P010682,C01710,1389.33,NetBanking,card_declined,2026-05-09 05:14:00,escalate,True,1.0
P010683,C02795,2325.17,UPI,limit_exceeded,2026-01-22 15:27:00,stop,False,
P010684,C01753,346.24,UPI,insufficient_balance,2026-04-28 03:56:00,payment_link,False,
P010685,C03692,1584.63,Card,expired_card,2026-03-10 11:25:00,retry,False,
P010686,C02091,4704.77,UPI,network_error,2026-06-05 11:32:00,message,True,5.0
P010687,C01654,3099.2,NetBanking,insufficient_balance,2026-04-03 00:30:00,payment_link,False,
P010688,C01211,1206.94,UPI,bank_timeout,2026-04-12 13:08:00,retry,True,61.0
P010689,C03599,2253.49,NetBanking,card_declined,2026-06-05 20:20:00,escalate,False,
P010690,C02642,8590.02,UPI,insufficient_balance,2026-01-27 06:27:00,message,True,15.0
P010691,C00978,3045.44,Card,network_error,2026-06-26 18:33:00,message,True,57.0
P010692,C02038,1543.22,UPI,card_declined,2026-06-04 04:01:00,payment_link,True,47.0
P010693,C00129,1421.92,Card,insufficient_balance,2026-04-19 08:13:00,stop,False,
P010694,C02616,594.68,UPI,expired_card,2026-06-03 10:26:00,stop,False,
P010695,C02357,1536.23,UPI,network_error,2026-01-16 03:00:00,payment_link,False,
P010696,C03728,2345.01,Card,bank_timeout,2026-05-22 17:40:00,escalate,False,
P010697,C00776,23607.18,Card,insufficient_balance,2026-01-05 07:26:00,stop,False,
P010698,C01815,2849.22,UPI,expired_card,2026-05-05 12:54:00,stop,False,
P010699,C00926,592.98,UPI,card_declined,2026-03-04 04:52:00,message,False,
P010700,C03582,3056.56,UPI,network_error,2026-01-09 22:57:00,message,False,
P010701,C01879,2419.35,Card,expired_card,2026-01-13 21:37:00,retry,False,
P010702,C03880,3463.58,UPI,insufficient_balance,2026-06-06 10:47:00,stop,True,64.0
P010703,C00940,5277.57,UPI,network_error,2026-02-08 04:44:00,retry,True,2.0
P010704,C02075,1375.88,Card,card_declined,2026-01-14 02:27:00,escalate,False,
P010705,C01841,804.28,UPI,expired_card,2026-06-02 07:52:00,message,False,
P010706,C02764,2959.35,Card,card_declined,2026-06-01 18:48:00,message,False,
P010707,C02670,376.77,Card,insufficient_balance,2026-05-03 13:01:00,retry,False,
P010708,C02941,1415.71,Card,insufficient_balance,2026-05-17 13:23:00,message,True,66.0
P010709,C02962,2765.43,NetBanking,insufficient_balance,2026-02-03 10:09:00,payment_link,False,
P010710,C01164,2359.03,UPI,card_declined,2026-04-05 13:37:00,payment_link,False,
P010711,C00273,2458.05,UPI,insufficient_balance,2026-03-01 13:41:00,message,True,9.0
P010712,C00018,1615.18,NetBanking,bank_timeout,2026-02-04 05:30:00,payment_link,False,
P010713,C01866,4319.82,Card,insufficient_balance,2026-05-29 04:42:00,message,True,59.0
P010714,C01728,6508.49,Card,network_error,2026-04-16 02:52:00,retry,True,1.0
P010715,C01670,792.61,Card,bank_timeout,2026-03-06 05:12:00,retry,False,
P010716,C02385,2554.58,UPI,expired_card,2026-04-18 12:13:00,payment_link,False,
P010717,C02548,4595.6,UPI,insufficient_balance,2026-03-22 07:52:00,escalate,True,64.0
P010718,C03917,2900.91,UPI,network_error,2026-04-09 10:18:00,retry,True,28.0
P010719,C02996,2310.97,Card,card_declined,2026-06-05 17:34:00,retry,True,65.0
P010720,C01241,1079.43,Card,insufficient_balance,2026-04-11 18:56:00,stop,False,
P010721,C02721,25612.42,UPI,bank_timeout,2026-02-06 00:12:00,retry,False,
P010722,C00332,3720.94,UPI,insufficient_balance,2026-05-12 16:49:00,message,True,67.0
P010723,C02032,2995.38,UPI,card_declined,2026-06-08 01:16:00,message,True,5.0
P010724,C02174,24649.04,UPI,expired_card,2026-06-25 09:09:00,escalate,True,26.0
P010725,C02957,5149.13,UPI,network_error,2026-05-28 10:59:00,escalate,True,48.0
P010726,C00649,2064.48,UPI,insufficient_balance,2026-03-14 13:50:00,message,False,
P010727,C01386,4572.82,Card,card_declined,2026-05-11 07:55:00,stop,False,
P010728,C02571,607.05,UPI,network_error,2026-03-17 22:06:00,escalate,True,4.0
P010729,C03965,7611.05,UPI,card_declined,2026-01-08 12:51:00,message,True,12.0
P010730,C02694,542.37,UPI,insufficient_balance,2026-06-05 07:07:00,message,False,
P010731,C02229,3945.89,Card,network_error,2026-03-17 01:41:00,retry,False,
P010732,C00304,2560.34,Card,bank_timeout,2026-01-19 16:51:00,message,True,8.0
P010733,C02001,543.29,UPI,network_error,2026-04-27 19:27:00,payment_link,False,
P010734,C03711,2282.09,UPI,card_declined,2026-06-25 13:43:00,message,False,
P010735,C00682,3436.25,UPI,insufficient_balance,2026-04-13 13:48:00,retry,False,
P010736,C03601,4666.64,Card,limit_exceeded,2026-03-12 04:50:00,escalate,False,
P010737,C01310,1380.38,UPI,expired_card,2026-01-29 21:17:00,stop,False,
P010738,C01805,10663.91,UPI,limit_exceeded,2026-05-10 22:42:00,payment_link,True,55.0
P010739,C03296,4284.58,UPI,network_error,2026-05-22 17:51:00,message,False,
P010740,C00615,1685.01,NetBanking,network_error,2026-01-16 02:54:00,message,True,59.0
P010741,C01327,2994.41,NetBanking,limit_exceeded,2026-04-06 08:30:00,payment_link,True,65.0
P010742,C03402,2586.44,UPI,card_declined,2026-05-24 18:53:00,stop,False,
P010743,C00930,2110.75,Card,insufficient_balance,2026-02-01 19:27:00,stop,False,
P010744,C03557,6568.81,NetBanking,insufficient_balance,2026-06-14 23:47:00,payment_link,True,33.0
P010745,C01851,2431.67,UPI,insufficient_balance,2026-06-17 18:33:00,stop,False,
P010746,C01686,29405.35,UPI,card_declined,2026-05-08 12:42:00,retry,False,
